# C_ID[1] C_NGAL[2] C_Z[3] G_ID[4] G_RA[5] G_DEC[6] G_Z[7] G_Z_ERR[8]
15	6	0.06556	166558	2.46962	+0.96213	0.06561	0.00000
15	6	0.06556	166077	2.47151	+0.96188	0.06551	0.00000
15	6	0.06556	166545	2.47376	+0.96064	0.06530	0.00000
16	5	0.06824	394340	2.70502	+0.96985	0.06824	0.00000
16	5	0.06824	394332	2.70557	+0.96948	0.06789	0.00000
16	5	0.06824	394328	2.70958	+0.96908	0.06792	0.00000
16	5	0.06824	394277	2.70919	+0.96660	0.06988	0.00000
16	5	0.06824	394367	2.69979	+0.96945	0.06835	0.00000
17	5	0.06509	433733	2.70397	+0.90404	0.06527	0.00000
17	5	0.06509	433670	2.70503	+0.90816	0.06482	0.00000
17	5	0.06509	433674	2.70422	+0.90936	0.06492	0.00000
17	5	0.06509	433669	2.70462	+0.90986	0.06533	0.00000
17	5	0.06509	433658	2.70580	+0.90875	0.06509	0.00000
18	5	0.05987	166885	2.54013	+0.96981	0.06023	0.00000
18	5	0.05987	167204	2.54188	+0.97898	0.05973	0.00000
18	5	0.05987	166905	2.53944	+0.97492	0.05963	0.00000
18	5	0.05987	166913	2.53901	+0.97593	0.05987	0.00000
18	5	0.05987	167219	2.54216	+0.97735	0.06001	0.00000
19	5	0.07120	105979	2.50201	+1.01100	0.07113	0.00000
19	5	0.07120	105988	2.50266	+1.01110	0.07147	0.00000
19	5	0.07120	105966	2.50461	+1.00978	0.07049	0.00000
19	5	0.07120	106275	2.50465	+1.01175	0.07171	0.00000
19	5	0.07120	106300	2.50992	+1.01207	0.07120	0.00000
20	5	0.07145	169102	2.77367	+1.02324	0.07134	0.00000
20	5	0.07145	395853	2.77478	+1.01998	0.07145	0.00000
20	5	0.07145	395844	2.77536	+1.01987	0.07201	0.00000
20	5	0.07145	395885	2.77911	+1.02208	0.07151	0.00000
20	5	0.07145	395903	2.78043	+1.02227	0.07106	0.00000
